title;short_title;id_issn;id_eissn;id_arx;id_oth;period;language;url;publisher;scope;
American journal of infectious diseases;Am J Infect Dis;1553-6203;;;;;;;;;
Review of educational research;Rev Educ Res;0034-6543;;;;;;;;;
Polymer;Polymer;0032-3861;;;;;;;;;
Alzheimer;Alzheimers Dement;1552-5260;1552-5279;;;;;;;;
Journal of the American College of Radiology;J Am Coll Radiol;1546-1440;1558-349X;;;;;;;;
Clinical neuroscience research;Clin Neurosci Res;1566-2772;;;;;;;;;
Cancer research;Can Res Suppl;0576-6656;;;;;;;;;
Journal of carbohydrate chemistry;J Carbohydr Chem;0732-8303;;;;;;;;;
International journal for numerical methods in engineering;Int J Numer Methods Eng;0029-5981;1069-8299;;;;;;;;
NHSA dialog;NHSA Dialog;1524-0754;;;;;;;;;
Annals of ophthalmology;Ann Ophthalmol;1530-4086;1558-9951;;;;;;;;
Cancer biomarkers;Cancer Biomark;1574-0153;1875-8592;;;;;;;;
Journal of hospital medicine;J Hosp Med;1553-5592;1553-5606;;;;;;;;
Le Mali medical;Mali Med;0464-7874;1993-0836;;;;;;;;
International journal of neuroprotection and neuroregeneration;Int J Neuroprot Neuroregener;1745-1183;1745-1191;;;;;;;;
Computational systems bioinformatics;Comput Syst Bioinformatics Conf;1752-7791;;;;;;;;;
Acta rheumatologica Scandinavica;Acta Rheumatol Scand Suppl;0065-163X;;;;;;;;;
The review of diabetic studies;Rev Diabet Stud;1613-6071;1614-0575;;;;;;;;
Neuropsychiatric disease and treatment;Neuropsychiatr Dis Treat;1176-6328;1178-2021;;;;;;;;
Clinical interventions in aging;Clin Interv Aging;1176-9092;1178-1998;;;;;;;;
International journal of chronic obstructive pulmonary disease;Int J Chron Obstruct Pulmon Dis;1176-9106;1178-2005;;;;;;;;
Food science and biotechnology;Food Sci;1226-7708;2092-6456;;;;;;;;
Journal of capillary electrophoresis and microchip technology;J Capill Electrophor Microchip Technol;1946-4940;;;;;;;;;
Medico;Med Chir Trans;0959-5287;;;;;;;;;
Journal of pharmacy practice;J Pharm Pract;0897-1900;1531-1937;;;;;;;;
Adaptive behavior;Adapt Behav;1059-7123;;;;;;;;;
Skull base surgery;Skull Base Surg;1052-1453;;;;;;;;;
Society of Reproduction and Fertility supplement;Soc Reprod Fertil Suppl;1747-3403;;;;;;;;;
Journal of equine veterinary science;J;0737-0806;;;;;;;;;
Acta bio;Acta Biomed;0392-4203;;;;;;;;;
Journal of studies on alcohol and drugs;J Stud Alcohol Drugs;1937-1888;1938-4114;;;;;;;;
Materials science;Mater Sci Eng A Struct Mater;0921-5093;;;;;;;;;
The Volta review;Volta Rev;0042-8639;;;;;;;;;
Food chemistry;Food Chem;0308-8146;;;;;;;;;
Applied psycholinguistics;Appl Psycholinguist;0142-7164;;;;;;;;;
Journal of X;J Xray Sci Technol;0895-3996;1095-9114;;;;;;;;
Food control;Food Control;0956-7135;;;;;;;;;
Clinical geriatrics;Clin Geriatr;1095-1598;;;;;;;;;
Journal of applied crystallography;J Appl Crystallogr;0021-8898;1600-5767;;;;;;;;
Materials Research Society symposia proceedings;Mater Res Soc Symp Proc;0272-9172;1946-4274;;;;;;;;
Journal of poverty;J Poverty;1087-5549;;;;;;;;;
Journal of happiness studies;J Happiness Stud;1389-4978;;;;;;;;;
Journal of infant;J Infant Child Adolesc Psychother;1528-9168;;;;;;;;;
Letters in drug design;Lett Drug Des Discov;1570-1808;;;;;;;;;
Journal of HIV;J HIV AIDS Prev Child Youth;1553-8346;1553-8613;;;;;;;;
Current psychiatry reviews;Curr Psychiatry Rev;1573-4005;;;;;;;;;
Current immunology reviews;Curr Immunol Rev;1573-3955;;;;;;;;;
The journal of positive psychology;J Posit Psychol;1743-9760;1743-9779;;;;;;;;
ACM transactions on applied perception;ACM Trans Appl Percept;1544-3558;1544-3965;;;;;;;;
Epigenetics;Epigenetics;1559-2294;1559-2308;;;;;;;;
Journal of immigrant;J Immigr Refug Stud;1556-2948;1556-2956;;;;;;;;
Hippokratia;Hippokratia;1108-4189;1790-8019;;;;;;;;
Entomological research;Entomol;1738-2297;;;;;;;;;
Key engineering materials;Key Eng;1013-9826;;;;;;;;;
International journal of poultry science;Int;1682-8356;;;;;;;;;
Plasma processes and polymers;Plasma Process Polym;1612-8850;1612-8869;;;;;;;;
Pesquisa Agropecuaria Brasileira;Pesqui;0100-204X;1678-3921;;;;;;;;
Critical public health;Crit Public Health;0958-1596;;;;;;;;;
Clinical ethics;Clin Ethics;1477-7509;1758-101X;;;;;;;;
Utilitas;Utilitas;0953-8208;;;;;;;;;
Web semantics;Web Semant;1570-8268;1873-7749;;;;;;;;
Studies in applied mathematics;Stud Appl Math;0022-2526;1467-9590;;;;;;;;
Medical library and historical journal;Med Library Hist J;0898-1868;;;;;;;;;
California and western medicine;Cal West Med;0093-4038;;;;;;;;;
California state journal of medicine;Cal State J Med;0093-402X;;;;;;;;;
Canadian journal of comparative medicine;Can J Comp Med;0846-8389;;;;;;;;;
Aesculapian;Aesculapian;0898-1957;;;;;;;;;
The Journal of medical research;J Med Res;0097-3599;;;;;;;;;
The Journal of neurology and psychopathology;J Neurol Psychopathol;0266-8637;;;;;;;;;
Journal of neurology and psychiatry;J Neurol Psychiatry;0368-329X;;;;;;;;;
Journal of organometallic chemistry;J Organomet Chem;0022-328X;;;;;;;;;
Journal of solid state chemistry;J Solid State Chem;0022-4596;;;;;;;;;
Bulletin of the Association of Medical Librarians;Bull Assoc Med Libr;0898-1876;;;;;;;;;
Journal of social work practice in the addictions;J Soc Work Pract Addict;1533-256X;;;;;;;;;
The Canadian journal of infectious diseases;Can J Infect Dis;1180-2332;;;;;;;;;
The Canadian journal of infectious diseases;Can J Infect Dis Med Microbiol;1712-9532;1918-1493;;;;;;;;
Anatomical record;Anat Rec;1932-8486;1932-8494;;;;;;;;
Journal of experimental zoology;J Exp Zool A Ecol Genet Physiol;1932-5223;1932-5231;;;;;;;;
Advances in medical sciences;Adv Med Sci;1896-1126;1898-4002;;;;;;;;
Developmental neurobiology;Dev Neurobiol;1932-8451;1932-846X;;;;;;;;
Brain research reviews;Brain Res Rev;0165-0173;1872-6321;;;;;;;;
Bulletin of the NYU hospital for joint diseases;Bull NYU Hosp Jt Dis;1936-9719;1936-9727;;;;;;;;
Annals of African medicine;Ann Afr Med;1596-3519;0975-5764;;;;;;;;
Annals of cardiac anaesthesia;Ann Card Anaesth;0971-9784;0974-5181;;;;;;;;
Chemistry;Chem Asian J;1861-4728;1861-471X;;;;;;;;
Heart failure clinics;Heart Fail Clin;1551-7136;;;;;;;;;
The Indian journal of tuberculosis;Indian J Tuberc;0019-5707;;;;;;;;;
The international journal of medical robotics;Int J Med Robot;1478-5951;1478-596X;;;;;;;;
International journal of surgery;Int J Surg;1743-9191;1743-9159;;;;;;;;
Iranian journal of immunology;Iran J Immunol;1735-1383;1735-367X;;;;;;;;
Journal of physical activity;J Phys Act Health;1543-3080;1543-5474;;;;;;;;
Journal of social work in end;J Soc Work End Life Palliat Care;1552-4256;1552-4264;;;;;;;;
Journal of sport;J Sport Exerc Psychol;0895-2779;1543-2904;;;;;;;;
Journal of thoracic oncology;J Thorac Oncol;1556-0864;1556-1380;;;;;;;;
Mathematical biosciences and engineering;Math Biosci Eng;1547-1063;1551-0018;;;;;;;;
Neuropsychiatrie;Neuropsychiatr;0948-6259;;;;;;;;;
Neuroscience bulletin;Neurosci Bull;1673-7067;1995-8218;;;;;;;;
Pediatric exercise science;Pediatr Exerc Sci;0899-8493;1543-2920;;;;;;;;
Practical neurology;Pract Neurol;1474-7758;1474-7766;;;;;;;;
Regenerative medicine;Regen Med;1746-0751;1746-076X;;;;;;;;
Urology journal;Urol J;1735-1308;1735-546X;;;;;;;;
Journal of child;J Child Adolesc Subst Abuse;1067-828X;;;;;;;;;
Proceedings of the International Society for Magnetic Resonance in Medicine;Proc Int Soc Magn Reson Med Sci Meet Exhib Int Soc Magn Reson Med Sci Meet Exhib;1524-6965;1545-4428;;;;;;;;
Hallym international journal of aging;Hallym Int J Aging HIJA;1535-6523;1541-4485;;;;;;;;
International journal of body composition research;Int J Body Compos Res;1479-456X;;;;;;;;;
Journal of dual diagnosis;J Dual Diagn;1550-4263;1550-4271;;;;;;;;
Biological theory;Biol Theory;1555-5542;1555-5550;;;;;;;;
SIAM review;SIAM Rev Soc Ind Appl Math;0036-1445;;;;;;;;;
Zoonoses and public health;Zoonoses Public Health;1863-1959;1863-2378;;;;;;;;
Neonatology;Neonatology;1661-7800;1661-7819;;;;;;;;
Brain and nerve;Brain Nerve;1881-6096;1344-8129;;;;;;;;
ONS connect;ONS Connect;1935-1623;;;;;;;;;
IET systems biology;IET Syst Biol;1751-8849;;;;;;;;;
Current oncology;Curr Oncol;1198-0052;;;;;;;;;
Journal of automated methods;J Autom Methods Manag Chem;1463-9246;1464-5068;;;;;;;;
Professional case management;Prof Case Manag;1932-8087;1932-8095;;;;;;;;
The ISME journal;ISME J;1751-7362;1751-7370;;;;;;;;
Archives of disease in childhood;Arch Dis Child Educ Pract Ed;1743-0585;1743-0593;;;;;;;;
Health and history;Health History;1442-1771;;;;;;;;;
Le journal des medecines cuneiformes;J Med Cuneif;1761-0583;;;;;;;;;
Journal of the Royal Nova Scotia Historical Society;J R N S Hist Soc;1486-5920;;;;;;;;;
International journal of laboratory hematology;Int J Lab Hematol;1751-5521;1751-553X;;;;;;;;
Cell host;Cell Host Microbe;1931-3128;1934-6069;;;;;;;;
Journal of digestive diseases;J Dig Dis;1751-2972;1751-2980;;;;;;;;
Geospatial health;Geospat Health;1827-1987;1970-7096;;;;;;;;
Chromatographia;Chromatographia;0009-5893;;;;;;;;;
IEEE transactions on microwave theory and techniques;IEEE Trans Microw Theory Tech;0018-9480;;;;;;;;;
Parenting;Parent Sci Pract;1529-5192;1532-7922;;;;;;;;
European journal of ageing;Eur J Ageing;1613-9372;1613-9380;;;;;;;;
The California school psychologist;Calif School Psychol;1087-3414;;;;;;;;;
Acoustics Australia;Acoust Aust;0814-6039;;;;;;;;;
Journal of VLSI signal processing systems for signal;J VLSI Signal Process Syst Signal Image Video Technol;1387-5485;1573-0506;;;;;;;;
Journal of migration and refugee issues;J Migr Refug Issues;1832-0643;;;;;;;;;
Lin chuang er bi yan hou tou jing wai ke za zhi;Lin Chung Er Bi Yan Hou Tou Jing Wai Ke Za Zhi;1001-1781;;;;;;;;;
Organic process research;Org Process Res Dev;1083-6160;;;;;;;;;
IET nanobiotechnology;IET Nanobiotechnol;1751-8741;1751-875X;;;;;;;;
Menopause international;Menopause Int;1754-0453;1754-0461;;;;;;;;
Intellectual and developmental disabilities;Intellect Dev Disabil;1934-9491;1934-9556;;;;;;;;
Journal of surgical education;J Surg Educ;1931-7204;1878-7452;;;;;;;;
European journal of organic chemistry;European J Org Chem;1434-193X;;;;;;;;;
General thoracic and cardiovascular surgery;Gen Thorac Cardiovasc Surg;1863-6705;1863-6713;;;;;;;;
International journal of self help;Int J Self Help Self Care;1091-2851;;;;;;;;;
QSAR;QSAR Comb Sci;1611-020X;1611-0218;;;;;;;;
Chimica oggi;Chim Oggi;0392-839X;1973-8250;;;;;;;;
Cognitive development;Cogn Dev;0885-2014;;;;;;;;;
Advances in the study of behavior;Adv Study Behav;0065-3454;;;;;;;;;
Expert opinion on therapeutic patents;Expert Opin Ther Pat;1354-3776;1744-7674;;;;;;;;
The Prison journal;Prison J;0032-8855;;;;;;;;;
IEEE MTT;IEEE MTTS Int Microw Symp;0149-645X;;;;;;;;;
Public health papers and reports;Public Health Pap Rep;0737-8769;;;;;;;;;
American journal of public health;Am J Public Health;0271-4353;;;;;;;;;
Physiology and molecular biology of plants;Physiol Mol Biol Plants;0971-5894;0974-0430;;;;;;;;
Developmental neurorehabilitation;Dev Neurorehabil;1751-8423;1751-8431;;;;;;;;
Reproductive sciences;Reprod Sci;1933-7191;1933-7205;;;;;;;;
Journal of genetics and genomics;J Genet Genomics;1673-8527;;;;;;;;;
HPB;HPB;1365-182X;1477-2574;;;;;;;;
Nursing for women;Nurs Womens Health;1751-4851;1751-486X;;;;;;;;
Journal;J Am Public Health Assoc;0273-1975;2330-9695;;;;;;;;
Journal of forensic and legal medicine;J Forensic Leg Med;1752-928X;1878-7487;;;;;;;;
IEEE transactions on circuits and systems;IEEE Trans Circuits Syst I Regul Pap;1549-8328;;;;;;;;;
Age;Age;0161-9152;1574-4647;;;;;;;;
Animal;Animal;1751-7311;1751-732X;;;;;;;;
Zhongguo fei ai za zhi;Zhongguo Fei Ai Za Zhi;1009-3419;1999-6187;;;;;;;;
Estuarine;Estuar Coast Shelf Sci;0272-7714;1096-0015;;;;;;;;
Annali medici;Ann Med;0517-8681;;;;;;;;;
Brazilian oral research;Braz Oral Res;1806-8324;1807-3107;;;;;;;;
The Journal of applied ecology;J Appl Ecol;0021-8901;1365-2664;;;;;;;;
Growth;Growth Genet Horm;0898-6630;1932-9032;;;;;;;;
Learning disabilities research;Learn Disabil Res Pract;0938-8982;;;;;;;;;
Current directions in psychological science;Curr Dir Psychol Sci;0963-7214;1467-8721;;;;;;;;
Information retrieval;Inf Retr Boston;1386-4564;;;;;;;;;
IEEE transactions on geoscience and remote sensing;IEEE Trans Geosci Remote Sens;0196-2892;;;;;;;;;
Sexuality research;Sex Res Social Policy;1553-6610;1868-9884;;;;;;;;
Microbe;Microbe Wash DC;1558-7452;1558-7460;;;;;;;;
International journal of image and graphics;Int J Image Graph;0219-4678;;;;;;;;;
Green chemistry;Green Chem;1463-9262;;;;;;;;;
Hyperfine interactions;Hyperfine Interact;0304-3843;1572-9540;;;;;;;;
Applied surface science;Appl Surf Sci;0169-4332;;;;;;;;;
Metal;Met Based Drugs;0793-0291;1687-5486;;;;;;;;
International journal of biomedical imaging;Int J Biomed Imaging;1687-4188;1687-4196;;;;;;;;
EURASIP journal on bioinformatics;EURASIP J Bioinform Syst Biol;1687-4145;1687-4153;;;;;;;;
Proceedings of the staff meetings;Proc Staff Meet Mayo Clin;0092-699X;;;;;;;;;
Evidence report;Evid Rep Technol Assess;1530-4396;;;;;;;;;
Journal of cardiopulmonary rehabilitation and prevention;J Cardiopulm Rehabil Prev;1932-7501;1932-751X;;;;;;;;
Zeitschrift fur Orthopadie und Unfallchirurgie;Z Orthop Unfall;1864-6697;1864-6743;;;;;;;;
Journal of thermal analysis and calorimetry;J Therm Anal Calorim;1388-6150;1588-2926;;;;;;;;
Childhood;Childhood;0907-5682;;;;;;;;;
Journal of LGBT health research;J LGBT Health Res;1557-4091;1557-4105;;;;;;;;
Language learning;Lang Learn;0023-8333;;;;;;;;;
The Southern African journal of epidemiology;South Afr J Epidemiol Infect;1015-8782;2220-1084;;;;;;;;
Social dynamics;Soc Dyn;0253-3952;1940-7874;;;;;;;;
Bulletin;Bull Acad Med Clevel;0001-4281;;;;;;;;;
Acta Neerlandica morphologiae normalis et pathologicae;Acta Neerl Morphol Norm Pathol;0365-4907;;;;;;;;;
General practice clinics;Gen Pract Clin;0097-1634;;;;;;;;;
The Medical bulletin;Med Bull;0098-5252;;;;;;;;;
Nederlands tijdschrift voor natuurkunde;Ned Tijdschr Natuurkd;0028-2189;;;;;;;;;
Turtox news;Turtox News;0096-3895;;;;;;;;;
International journal of plant genomics;Int J Plant Genomics;1687-5370;1687-5389;;;;;;;;
Seminars in immunopathology;Semin Immunopathol;1863-2297;1863-2300;;;;;;;;
The scientific proceedings of the Royal Dublin Society;Sci Proc R Dublin Soc;0371-2303;;;;;;;;;
Canadian journal of research;Can J Res E Med Sci;0366-743X;;;;;;;;;
Kagaku;Kagaku;0022-7625;;;;;;;;;
Acta of bioengineering and biomechanics;Acta Bioeng Biomech;1509-409X;;;;;;;;;
Acta ortopedica mexicana;Acta Ortop Mex;2306-4102;;;;;;;;;
Adapted physical activity quarterly;Adapt Phys Activ Q;0736-5829;1543-2777;;;;;;;;
Adicciones;Adicciones;0214-4840;;;;;;;;;
Bioinspiration;Bioinspir Biomim;1748-3182;1748-3190;;;;;;;;
Breastfeeding medicine;Breastfeed Med;1556-8253;1556-8342;;;;;;;;
Cancer genomics;Cancer Genomics Proteomics;1109-6535;1790-6245;;;;;;;;
Ciencia;Cien Saude Colet;1413-8123;1678-4561;;;;;;;;
Critical pathways in cardiology;Crit Pathw Cardiol;1535-282X;1535-2811;;;;;;;;
East African journal of public health;East Afr J Public Health;0856-8960;;;;;;;;;
Enfermeria clinica;Enferm Clin;1130-8621;1579-2013;;;;;;;;
European eating disorders review;Eur Eat Disord Rev;1072-4133;1099-0968;;;;;;;;
Future microbiology;Future Microbiol;1746-0913;1746-0921;;;;;;;;
Interactive cardiovascular and thoracic surgery;Interact Cardiovasc Thorac Surg;1569-9293;1569-9285;;;;;;;;
International journal of pediatric obesity;Int J Pediatr Obes;1747-7166;1747-7174;;;;;;;;
Journal of the cardiometabolic syndrome;J Cardiometab Syndr;1559-4564;1559-4572;;;;;;;;
Journal of evidence;J Evid Based Soc Work;1543-3714;1543-3722;;;;;;;;
Journal of oleo science;J Oleo Sci;1345-8957;1347-3352;;;;;;;;
Journal of sport rehabilitation;J Sport Rehabil;1056-6716;1543-3072;;;;;;;;
Journal of veterinary cardiology;J Vet Cardiol;1760-2734;1875-0834;;;;;;;;
Nigerian quarterly journal of hospital medicine;Nig Q J Hosp Med;0189-2657;;;;;;;;;
Nurse education in practice;Nurse Educ Pract;1471-5953;1873-5223;;;;;;;;
Organizational ethics;Organ Ethic;1541-1036;;;;;;;;;
Pharmeuropa scientific notes;Pharmeur Sci Notes;1814-2435;1814-2443;;;;;;;;
Turkish neurosurgery;Turk Neurosurg;1019-5149;;;;;;;;;
EcoHealth;Ecohealth;1612-9202;1612-9210;;;;;;;;
Surgo;Surgo Glasg Univ Med J;0039-6125;;;;;;;;;
Tairyoku;Tairyoku Eiyo Menekigaku Zasshi;1341-0865;;;;;;;;;
Accao medica;Accao Med;0870-0311;;;;;;;;;
Actas Ciba;Actas CIBA;1669-4112;;;;;;;;;
Bollettino schermografico;Boll Schermogr;0366-1776;;;;;;;;;
El Hospital;Hospital;0018-5485;;;;;;;;;
Note e riviste di psichiatria;Note Riv Psichiatr;0391-0067;;;;;;;;;
The Journal of the Royal Army Veterinary Corps;J R Army Vet Corps;0035-8681;;;;;;;;;
Divulgacion dental;Divulg Dent;0366-9262;;;;;;;;;
Inter;Interexter;0245-9205;;;;;;;;;
Revista del practicante;Rev Pract;1131-0243;;;;;;;;;
Soap and sanitary chemicals;Soap Sanit Chem;0376-2610;;;;;;;;;
Ars medici;Ars Med;0004-2897;2235-221X;;;;;;;;
Bayerisches Arzteblatt;Bayer Aztebl;0005-7126;;;;;;;;;
The Dallas medical journal;Dallas Med J;0011-586X;;;;;;;;;
Farmacevtisk revy;Farm Revy;0014-8210;;;;;;;;;
ADA forecast;ADA Forecast;0001-0847;;;;;;;;;
Annales de chimie;Ann Chimie Sci Materiaux;0151-9107;;;;;;;;;
Arztliche Monatshefte fur berufliche Fortbildung;Arztl Monatshefte Berufl Fortbild;0365-639X;;;;;;;;;
Clinica odontoiatrica;Clin Odontoiatr Rev Mens Oper Dent Chir Orale Ortod Protesi;0366-6794;;;;;;;;;
Cancer news;Cancer News;0008-5464;;;;;;;;;
Pro medico;Pro Med Arztl Ref;0032-907X;;;;;;;;;
Revista de la Asociacion Bioquimica Argentina;Rev Asoc Bioquim Argent;0004-4768;;;;;;;;;
The Iowa dental bulletin;Iowa Dent Bull;0021-048X;;;;;;;;;
The Journal of clinical nutrition;J Clin Nutr;0095-9871;1938-3215;;;;;;;;
New York University medical quarterly;N Y Univ Med Q;0028-7903;;;;;;;;;
La Pediatria del medico pratico;Pediatr Med Prat;0391-0393;;;;;;;;;
Revista de psicologia general y aplicada;Rev Psicol Gen Apl;0373-2002;;;;;;;;;
Rivista di biologia coloniale;Riv Biol Coloniale;0370-3703;;;;;;;;;
Annales de medecine veterinaire;Ann Med Vet;0003-4118;;;;;;;;;
Der Wendepunkt im Leben und im Leiden;Wendepunkt Leben Leiden;0043-2687;;;;;;;;;
Vestnik ceskoslovenskych lekaru;Vestn Ceskoslov Lekaru;0231-5157;;;;;;;;;
Lucina;Lucina;1590-6353;;;;;;;;;
Der Schweizer Optiker;Schweiz Opt Opt Suisse;1420-0821;;;;;;;;;
The Middlesex Hospital journal;Middx Hosp J;0026-3222;;;;;;;;;
Ceara medico;Ceara Med;0100-4840;;;;;;;;;
Boletin de educacion fisica;Bol Educ Fis;0716-3436;;;;;;;;;
Folia gynaecologica;Folia Gynaecol;1121-1199;;;;;;;;;
Infortunistica e traumatologia del lavoro;Infort Traumatol Lav;0390-9417;;;;;;;;;
Quarterly journal of pharmacy and pharmacology;Q J Pharm Pharmacol;0370-2979;;;;;;;;;
Revista de medicina do Rio Grande do Sul;Rev Med Rio Gd Sul;0482-5896;;;;;;;;;
Revue de l;Rev Ouie;0048-7961;;;;;;;;;
The Australian journal of science;Aust J Sci;0365-3668;;;;;;;;;
Wilhelm Roux;Wilhelm Roux Arch Entwickl Mech Org;0043-5546;;;;;;;;;
Chiropodist;Chiropodist;0009-4706;;;;;;;;;
The British journal of psychology;Br J Psychol Gen Sect;0373-2460;;;;;;;;;
Bristol medico;Bristol Med Chir J;0007-019X;;;;;;;;;
Alexander Blain Hospital bulletin;Alexander Blain Hosp Bull;0097-1820;;;;;;;;;
Boletin del Instituto Internacional Americano de Proteccion a la Infancia;Bol Inst Int Am Prot Infanc;0366-1849;;;;;;;;;
Bulletin;Bull Am Pharm Assoc;0097-0506;;;;;;;;;
Anais Azevedos;An Azevedos;0003-2425;;;;;;;;;
Bulletin d;Bull Histol Appl Tech Microsc;0366-4589;;;;;;;;;
Cahiers d;Cah Homeopath Ther Comp;1141-0396;;;;;;;;;
The Dental gazette;Dent Gaz;0265-1440;;;;;;;;;
La Escuela de farmacia;Esc Farm;0367-0341;;;;;;;;;
The Laboratory digest;Lab Dig;0023-6799;;;;;;;;;
Texas cancer bulletin;Tex Cancer Bull;0892-8290;;;;;;;;;
Journal of research of the National Bureau of Standards;J Res Natl Bur Stand;0091-0635;2376-5305;;;;;;;;
Radiologia;Radiologia;0390-7759;;;;;;;;;
Tegen de tuberculose;Tegen Tuberc;0040-2125;;;;;;;;;
Journal of the Franklin Institute;J Franklin Inst;0016-0032;;;;;;;;;
Proceedings of the Royal Society of London;Proc R Soc Lond A Math Phys Sci;0950-1207;2053-9150;;;;;;;;
The journal of the California State Dental Association and the Nevada State Dental Society;J Calif State Dent Assoc Nev State Dent Soc;0099-4502;;;;;;;;;
The Journal of criminal law and criminology;J Crim Law Criminol;0885-2731;;;;;;;;;
Maternita e infanzia;Matern Infanz;1720-9579;;;;;;;;;
Nature;Nature;0369-3392;;;;;;;;;
Odontologo;Odontologo;0104-1681;;;;;;;;;
Revista odontologica;Rev Odontol;1514-1128;;;;;;;;;
Revue coloniale de medecine;Rev Coloniale Med Chir;1244-4014;;;;;;;;;
Schweizerische Arztezeitung fur Standesfragen;Schweiz Arzteztg Standesfr;1423-0623;;;;;;;;;
Studi di medicina e chirurgia dello sport;Studi Med Chir Sport;0371-3687;;;;;;;;;
University Hospital bulletin;Univ Hosp Bull;0199-9680;;;;;;;;;
Annual review of clinical psychology;Annu Rev Clin Psychol;1548-5943;1548-5951;;;;;;;;
Clinical journal of the American Society of Nephrology;Clin J Am Soc Nephrol;1555-9041;1555-905X;;;;;;;;
Compendium;Compend Contin Educ Vet;1940-8307;1940-8315;;;;;;;;
Nanomedicine;Nanomedicine;1743-5889;1748-6963;;;;;;;;
Nowiny lekarskie;Now Lekarskie Organ Wydz Lekarskiego Tow Przyj Nauk Posnanskiego;0860-7397;;;;;;;;;
Westchester medical bulletin;Westchest Med Bull;0098-4787;;;;;;;;;
Zeitschrift fur Stomatologie;Z Stomatol;1012-4748;;;;;;;;;
The Quarterly bulletin of the Indiana University Medical Center;Q Bull Indiana Univ Med Cent;0097-014X;;;;;;;;;
Monthly review;Mon Rev New York State Dep Labor Div Ind Hyg;0361-9346;;;;;;;;;
O Biologico;Biol;0366-0567;;;;;;;;;
Criminalia;Crim;0011-1368;;;;;;;;;
Monitor de la farmacia y de la terapeutica;Monit Farm Ter;0463-1536;;;;;;;;;
Science;Sci Technol China;0371-3342;;;;;;;;;
Tribuna farmaceutica;Trib Farm;0371-6619;;;;;;;;;
Austral ecology;Austral Ecol;1442-9985;1442-9993;;;;;;;;
Bulletin de l;Bull Ordre Med;0030-4565;;;;;;;;;
Die Naturheilkunde;Naturheikunde;1423-7806;;;;;;;;;
Revue philosophique de la France et de l;Rev Philos France Let;0035-3833;;;;;;;;;
American professional pharmacist;Am Prof Pharm;0096-0349;;;;;;;;;
The Australasian journal of pharmacy;Australas J Pharm;0004-8399;;;;;;;;;
Archivos argentinos de kinesiologia;Arch Argent Kinesiol Kinesiter Kinefilax;0326-5595;;;;;;;;;
Mikrochemie;Mikrochemie;0369-0261;;;;;;;;;
Occupational psychology;Occup Psychol;0029-7976;;;;;;;;;
Volksgesundheit;Volksgesundheit Bad Hombg;0042-8493;;;;;;;;;
Pharmazeutische Zeitung;Pharm Ztg;0031-7136;;;;;;;;;
Farmalecta;Farmalecta;0325-8300;;;;;;;;;
Gesundheit und Wohlfahrt;Gesund Wohlfahrt;0367-4274;;;;;;;;;
Bulletin;Bull Inst Natl Hyg;0366-0443;;;;;;;;;
British educational research journal;Br Educ Res J;0141-1926;1469-3518;;;;;;;;
Bilingualism;Biling;1366-7289;;;;;;;;;
Brain structure;Brain Struct Funct;1863-2653;1863-2661;;;;;;;;
Warasan wichai witthayasat kanphaet;Warasan Wichai Witthayasat Kanphaet;0857-4421;;;;;;;;;
Central European journal of biology;Cent Eur J Biol;1895-104X;1644-3632;;;;;;;;
Recent patents on anti;Recent Pat Anticancer Drug Discov;1574-8928;2212-3970;;;;;;;;
Plant viruses;Plant Viruses;1749-6209;1749-6217;;;;;;;;
Plastic and reconstructive surgery and the transplantation bulletin;Plast Reconstr Surg Transplant Bull;0096-8501;;;;;;;;;
Journal of contemporary criminal justice;J Contemp Crim Justice;1043-9862;1552-5406;;;;;;;;
Journal of early childhood and infant psychology;J Early Child Infant Psychol;1554-6144;;;;;;;;;
Applied developmental science;Appl Dev Sci;1088-8691;1532-480X;;;;;;;;
Current hepatitis reports;Curr Hepat Rep;1540-3416;1541-0706;;;;;;;;
New journal of physics;New J Phys;1367-2630;;;;;;;;;
American journal of health education;Am J Health Educ;1932-5037;2168-3751;;;;;;;;
Current neuropharmacology;Curr Neuropharmacol;1570-159X;1875-6190;;;;;;;;
Contemporary gerontology;Contemp Gerontol;1069-0840;;;;;;;;;
Motivation and emotion;Motiv Emot;0146-7239;;;;;;;;;
Optical engineering;Opt Eng;0091-3286;;;;;;;;;
Hispanic health care international;Hisp Health Care Int;1540-4153;1938-8993;;;;;;;;
Bioremediation journal;Bioremediat J;1088-9868;1547-6529;;;;;;;;
International journal of stress management;Int J Stress Manag;1072-5245;;;;;;;;;
Computer aided design;Comput Aided Des;0010-4485;;;;;;;;;
Journal of magnetism and magnetic materials;J Magn Magn Mater;0304-8853;;;;;;;;;
Language sciences;Lang Sci;0388-0001;;;;;;;;;
Research and practice in Alzheimer;Res Pract Alzheimers Dis;1284-8360;;;;;;;;;
Journal of social work education;J Soc Work Educ;1043-7797;;;;;;;;;
Computers;Comput Struct;0045-7949;;;;;;;;;
International journal of osteopathic medicine;Int J Osteopath Med;1746-0689;;;;;;;;;
Engineering fracture mechanics;Eng Fract Mech;0013-7944;;;;;;;;;
Seminars in spine surgery;Semin Spine Surg;1040-7383;;;;;;;;;
The journal of men;J Mens Health Gend;1571-8913;1873-4804;;;;;;;;
Influenza and other respiratory viruses;Influenza Other Respir Viruses;1750-2640;1750-2659;;;;;;;;
